refund_id,order_id,customer_id,refund_date,refund_amount,refund_reason,refund_method,refund_status,currency
REF00003387,ORD00011090,CUST000587,2026-04-28,1715.51,Damaged Item,Gift Card,Approved,USD
REF00003388,ORD00020483,CUST003074,2025-08-01,4077.93,Duplicate Charge,Store Credit,Approved,USD
REF00003389,ORD00004556,CUST000343,2024-10-18,333.0,Customer Changed Mind,Original Payment Method,Approved,USD
REF00003390,ORD00027566,CUST002029,2026-01-04,1078.97,Customer Changed Mind,Store Credit,Approved,USD
REF00003391,ORD00015739,CUST003023,2023-02-14,1250.02,Product Not as Described,Original Payment Method,Approved,USD
REF00003392,ORD00020141,CUST001381,2024-09-05,137.45,Product Not as Described,Bank Transfer,Rejected,USD
REF00003393,ORD00017314,CUST004835,2023-06-07,973.43,Late Delivery,Original Payment Method,Approved,USD
REF00003394,ORD00023861,CUST003372,2023-04-15,803.74,Product Not as Described,Store Credit,Approved,USD
REF00003395,ORD00000821,CUST001787,2025-08-14,541.48,Duplicate Charge,Gift Card,Pending,USD
REF00003396,ORD00024167,CUST004133,2024-09-14,232.99,Duplicate Charge,Store Credit,Approved,USD
REF00003397,ORD00027855,CUST003100,2023-05-01,2556.85,Duplicate Charge,Original Payment Method,Approved,USD
REF00003398,ORD00014337,CUST004910,2023-09-24,1945.88,Missing Parts,Bank Transfer,Pending,USD
REF00003399,ORD00025716,CUST001202,2025-12-30,557.46,Late Delivery,Bank Transfer,Pending,USD
REF00003400,ORD00009395,CUST002195,2023-07-18,617.66,Quality Issue,Store Credit,Approved,USD
REF00003401,ORD00001731,CUST003946,2025-07-29,3616.37,Wrong Product,Gift Card,Rejected,USD
REF00003402,ORD00027489,CUST001620,2023-06-19,3771.56,Missing Parts,Bank Transfer,Approved,USD
REF00003403,ORD00021417,CUST002272,2025-11-27,268.29,Damaged Item,Original Payment Method,Approved,USD
REF00003404,ORD00011294,CUST004078,2023-07-15,4728.2,Duplicate Charge,Store Credit,Approved,USD
REF00003405,ORD00024391,CUST001503,2026-07-11,883.35,Product Not as Described,Gift Card,Approved,USD
REF00003406,ORD00014467,CUST004789,2024-04-30,1487.69,Customer Changed Mind,Store Credit,Pending,USD
REF00003407,ORD00029731,CUST004700,2025-03-05,656.39,Missing Parts,Gift Card,Approved,USD
REF00003408,ORD00005192,CUST003401,2023-08-09,2363.24,Product Not as Described,Store Credit,Approved,USD
REF00003409,ORD00014902,CUST003431,2026-05-24,758.92,Late Delivery,Bank Transfer,Approved,USD
REF00003410,ORD00024964,CUST001682,2023-12-03,2398.82,,Gift Card,Approved,USD
REF00003411,ORD00015682,CUST000913,2023-10-24,1758.11,Wrong Product,Bank Transfer,Approved,USD
REF00003412,ORD00021676,CUST000330,2024-07-09,128.67,Product Not as Described,Original Payment Method,Approved,USD
REF00003413,ORD00029454,CUST003225,2024-12-07,1382.03,Wrong Product,Gift Card,Approved,USD
REF00003414,ORD00018276,CUST002243,2024-08-29,480.96,Late Delivery,Bank Transfer,Approved,USD
REF00003415,ORD00014745,CUST000240,2023-11-19,393.27,Quality Issue,Store Credit,Approved,USD
REF00003416,ORD00015452,CUST004565,2024-05-28,6679.31,Duplicate Charge,Bank Transfer,Approved,USD
REF00003417,ORD00011768,CUST002793,2026-07-12,236.31,Duplicate Charge,Original Payment Method,Pending,USD
REF00003418,ORD00004812,CUST002933,2023-05-23,1603.78,Wrong Product,Original Payment Method,Pending,USD
REF00003419,ORD00027670,CUST002462,2024-02-22,72.03,Late Delivery,Gift Card,Approved,USD
REF00003420,ORD00016158,CUST002390,2025-04-10,697.25,Damaged Item,Gift Card,Approved,USD
REF00003421,ORD00025508,CUST002936,2025-05-18,159.05,Duplicate Charge,Original Payment Method,Approved,USD
REF00003422,ORD00030000,CUST004383,2023-08-14,340.36,Wrong Product,Bank Transfer,Approved,USD
REF00003423,ORD00026351,CUST003525,2023-08-13,3713.79,Product Not as Described,Store Credit,Approved,USD
REF00003424,ORD00008666,CUST001786,2025-05-25,1614.49,Missing Parts,Gift Card,Approved,USD
REF00003425,ORD00013532,CUST004732,2023-06-06,424.26,Customer Changed Mind,Store Credit,Approved,USD
REF00003426,ORD00020079,CUST003980,2024-05-12,442.0,Damaged Item,Gift Card,Approved,USD
REF00003427,ORD00005342,CUST003081,2024-06-02,1396.16,Product Not as Described,Original Payment Method,Approved,USD
REF00003428,ORD00001090,CUST001794,2025-10-22,444.64,Quality Issue,Bank Transfer,Rejected,USD
REF00003429,ORD00014154,CUST003062,2024-03-07,1020.7,Product Not as Described,Original Payment Method,Approved,USD
REF00003430,ORD00012971,CUST001069,2025-12-07,181.13,Damaged Item,Store Credit,Approved,USD
REF00003431,ORD00028742,CUST000236,2024-01-24,831.81,Duplicate Charge,Store Credit,Rejected,USD
REF00003432,ORD00005027,CUST000843,2024-10-06,8.27,Product Not as Described,Original Payment Method,Approved,USD
REF00003433,ORD00000387,CUST002299,2024-10-20,1140.6,Duplicate Charge,Gift Card,Approved,USD
REF00003434,ORD00009763,CUST002353,2026-03-05,955.34,Quality Issue,Gift Card,Approved,USD
REF00003435,ORD00021359,CUST000301,2023-07-16,521.93,Duplicate Charge,Gift Card,Approved,USD
REF00003436,ORD00001623,CUST002926,2024-10-03,3850.78,Missing Parts,Original Payment Method,Approved,USD
REF00003437,ORD00027775,CUST002905,2023-08-22,585.21,Duplicate Charge,Gift Card,Approved,USD
REF00003438,ORD00024203,CUST001148,2026-07-15,254.07,Quality Issue,Store Credit,Approved,USD
REF00003439,ORD00000259,CUST003567,2023-02-15,1649.23,Late Delivery,Original Payment Method,Approved,USD
REF00003440,ORD00025802,CUST004164,2026-05-13,143.47,Quality Issue,Store Credit,Approved,USD
REF00003441,ORD00001585,CUST001855,2026-06-21,1126.24,Damaged Item,Gift Card,Pending,USD
REF00003442,ORD00021339,CUST001113,2023-10-01,3775.72,Late Delivery,Store Credit,Pending,USD
REF00003443,ORD00003018,CUST004542,2025-04-27,505.34,Product Not as Described,Bank Transfer,Approved,USD
REF00003444,ORD00022841,CUST002236,2023-12-15,1554.83,Wrong Product,Original Payment Method,Approved,USD
REF00003445,ORD00009196,CUST003689,2023-10-14,2326.41,Quality Issue,Store Credit,Rejected,USD
REF00003446,ORD00004418,CUST004553,2024-06-22,94.24,Damaged Item,Store Credit,Pending,USD
REF00003447,ORD00027046,CUST003604,2024-12-01,960.83,Missing Parts,Bank Transfer,Rejected,USD
REF00003448,ORD00013729,CUST002670,2026-08-11,413.77,Damaged Item,Store Credit,Approved,USD
REF00003449,ORD00001346,CUST004682,2026-05-31,312.68,Wrong Product,Bank Transfer,Rejected,USD
REF00003450,ORD00004741,CUST000388,2026-02-17,546.6,Missing Parts,Gift Card,Approved,USD
REF00003451,ORD00014608,CUST003035,2025-11-01,70.36,Wrong Product,Original Payment Method,Approved,USD
REF00003452,ORD00015324,CUST002936,2025-12-24,11.83,Customer Changed Mind,Gift Card,Approved,USD
REF00003453,ORD00010491,CUST004147,2026-06-17,2577.68,Duplicate Charge,Original Payment Method,Approved,USD
REF00003454,ORD00016099,CUST002951,2023-07-07,511.31,Damaged Item,Original Payment Method,Approved,USD
REF00003455,ORD00024820,CUST000052,2024-11-18,3386.63,Damaged Item,Gift Card,Approved,USD
REF00003456,ORD00029647,CUST000894,2023-05-06,1678.65,Late Delivery,Store Credit,Approved,USD
REF00003457,ORD00014587,CUST003851,2026-02-17,1596.5,Quality Issue,Original Payment Method,Pending,USD
REF00003458,ORD00004742,CUST001088,2024-12-18,5.79,Damaged Item,Store Credit,Approved,USD
REF00003459,ORD00011709,CUST002795,2024-09-02,2986.76,Late Delivery,Gift Card,Approved,USD
REF00003460,ORD00007581,CUST000942,2023-12-03,315.98,Customer Changed Mind,Original Payment Method,Approved,USD
REF00003461,ORD00005466,CUST003555,2025-11-21,1453.98,Late Delivery,Store Credit,Rejected,USD
REF00003462,ORD00013576,CUST001432,2024-06-23,2537.14,Quality Issue,Gift Card,Approved,USD
REF00003463,ORD00005387,CUST002038,2023-08-06,422.55,Late Delivery,Gift Card,Rejected,USD
REF00003464,ORD00001402,CUST000735,2024-01-15,704.64,Wrong Product,Bank Transfer,Approved,USD
REF00003465,ORD00003534,CUST004259,2025-04-25,2491.87,Duplicate Charge,Bank Transfer,Approved,USD
REF00003466,ORD00006570,CUST001230,2026-06-01,542.53,Duplicate Charge,Store Credit,Approved,USD
REF00003467,ORD00011431,CUST001916,2024-07-13,2968.42,Missing Parts,Store Credit,Approved,USD
REF00003468,ORD00013736,CUST002815,2024-12-23,108.68,Duplicate Charge,Bank Transfer,Approved,USD
REF00003469,ORD00007514,CUST002163,2024-03-25,574.47,Late Delivery,Original Payment Method,Approved,USD
REF00003470,ORD00016411,CUST001605,2025-11-17,92.15,Duplicate Charge,Original Payment Method,Approved,USD
REF00003471,ORD00019538,CUST002738,2023-01-18,2104.75,Duplicate Charge,Original Payment Method,Rejected,USD
REF00003472,ORD00004872,CUST000721,2024-11-20,41.02,Wrong Product,Store Credit,Approved,USD
REF00003473,ORD00025371,CUST003958,2024-04-01,1727.75,Customer Changed Mind,Gift Card,Pending,USD
REF00003474,ORD00005228,CUST001836,2026-01-10,84.11,Wrong Product,Original Payment Method,Approved,USD
REF00003475,ORD00014252,CUST003245,2023-08-20,862.22,Wrong Product,Original Payment Method,Approved,USD
REF00003476,ORD00013464,CUST004494,2025-01-25,350.71,Duplicate Charge,Original Payment Method,Approved,USD
REF00003477,ORD00027546,CUST000209,2025-07-27,1667.58,Damaged Item,Bank Transfer,Approved,USD
REF00003478,ORD00018732,CUST003712,2025-01-21,432.62,Missing Parts,Gift Card,Approved,USD
REF00003479,ORD00017079,CUST002109,2023-10-01,1389.38,Damaged Item,Gift Card,Approved,USD
REF00003480,ORD00008677,CUST003321,2024-03-24,695.92,Customer Changed Mind,Store Credit,Approved,USD
REF00003481,ORD00019980,CUST004923,2023-09-24,669.46,Missing Parts,Original Payment Method,Approved,USD
REF00003482,ORD00003030,CUST004032,2026-06-09,2471.59,Customer Changed Mind,Bank Transfer,Approved,USD
REF00003483,ORD00029620,CUST003153,2024-02-07,3903.28,,Bank Transfer,Approved,USD
REF00003484,ORD00019254,CUST002358,2024-02-12,53.47,Quality Issue,Bank Transfer,Approved,USD
REF00003485,ORD00022188,CUST001573,2024-04-20,165.72,Duplicate Charge,Store Credit,Approved,USD
REF00003486,ORD00019104,CUST004930,2023-06-25,1259.05,Quality Issue,Original Payment Method,Approved,USD
REF00003487,ORD00005016,CUST004537,2025-12-03,935.99,Duplicate Charge,Original Payment Method,Approved,USD
REF00003488,ORD00020568,CUST000223,2023-04-07,501.48,Duplicate Charge,Bank Transfer,Approved,USD
REF00003489,ORD00004767,CUST000078,2023-09-18,258.34,Wrong Product,Gift Card,Approved,USD
REF00003490,ORD00005402,CUST000114,2026-03-27,224.3,Customer Changed Mind,Original Payment Method,Pending,USD
REF00003491,ORD00026883,CUST004612,2025-12-22,1273.82,Customer Changed Mind,Bank Transfer,Pending,USD
REF00003492,ORD00017128,CUST002566,2023-03-17,222.76,,Bank Transfer,Approved,USD
REF00003493,ORD00025014,CUST003953,2023-11-19,515.51,Customer Changed Mind,Bank Transfer,Pending,USD
REF00003494,ORD00004516,CUST003770,2026-03-11,562.43,Damaged Item,Store Credit,Approved,USD
REF00003495,ORD00022142,CUST000359,2023-06-03,129.21,Missing Parts,Bank Transfer,Rejected,USD
REF00003496,ORD00016616,CUST003865,2023-08-04,214.04,Product Not as Described,Bank Transfer,Pending,USD
REF00003497,ORD00016997,CUST000475,2023-04-20,1327.08,Late Delivery,Bank Transfer,Approved,USD
REF00003498,ORD00000479,CUST000310,2026-05-21,138.55,Duplicate Charge,Bank Transfer,Approved,USD
REF00003499,ORD00012530,CUST002659,2025-09-02,88.47,Product Not as Described,Original Payment Method,Approved,USD
REF00003500,ORD00018112,CUST002466,2025-06-23,117.77,Missing Parts,Gift Card,Approved,USD
REF00003501,ORD00023251,CUST004947,2024-12-28,422.26,Damaged Item,Store Credit,Approved,USD
REF00003502,ORD00004893,CUST004786,2023-06-13,130.3,Late Delivery,Store Credit,Approved,USD
REF00003503,ORD00018613,CUST002398,2025-04-03,209.43,Damaged Item,Store Credit,Approved,USD
REF00003504,ORD00019457,CUST001347,2024-01-12,404.07,Damaged Item,Store Credit,Approved,USD
REF00003505,ORD00018565,CUST002873,2024-10-24,3393.61,Product Not as Described,Original Payment Method,Approved,USD
REF00003506,ORD00007136,CUST002671,2026-02-27,1449.83,Quality Issue,Bank Transfer,Approved,USD
REF00003507,ORD00013678,CUST003305,2024-02-06,1072.24,Customer Changed Mind,Bank Transfer,Approved,USD
REF00003508,ORD00009503,CUST004309,2025-11-02,1143.35,Missing Parts,Gift Card,Approved,USD
REF00003509,ORD00016794,CUST004507,2025-08-30,130.79,Wrong Product,Bank Transfer,Approved,USD
REF00003510,ORD00026640,CUST004578,2024-12-25,558.52,Customer Changed Mind,Gift Card,Approved,USD
REF00003511,ORD00009689,CUST002342,2024-08-04,292.99,Missing Parts,Store Credit,Approved,USD
REF00003512,ORD00011177,CUST003722,2023-09-04,743.08,Duplicate Charge,Bank Transfer,Approved,USD
REF00003513,ORD00021420,CUST003270,2025-05-20,778.88,Duplicate Charge,Store Credit,Rejected,USD
REF00003514,ORD00010550,CUST003861,2024-09-02,2592.41,Duplicate Charge,Original Payment Method,Approved,USD
REF00003515,ORD00012791,CUST004036,2023-03-26,1750.17,Quality Issue,Original Payment Method,Approved,USD
REF00003516,ORD00027038,CUST003439,2026-06-08,762.0,Customer Changed Mind,Store Credit,Pending,USD
REF00003517,ORD00027562,CUST001185,2026-03-16,4.88,Damaged Item,Bank Transfer,Approved,USD
REF00003518,ORD00005611,CUST002958,2023-03-01,1102.03,Missing Parts,Original Payment Method,Approved,USD
REF00003519,ORD00002948,CUST004024,2023-04-15,666.67,Late Delivery,Bank Transfer,Approved,USD
REF00003520,ORD00012623,CUST003050,2024-02-27,387.22,Product Not as Described,Original Payment Method,Rejected,USD
REF00003521,ORD00003276,CUST001042,2023-04-09,128.24,Product Not as Described,Store Credit,Approved,USD
REF00003522,ORD00006996,CUST003117,2023-07-18,370.07,Product Not as Described,Store Credit,Approved,USD
REF00003523,ORD00018756,CUST003494,2026-07-01,1404.1,Missing Parts,Original Payment Method,Approved,USD
REF00003524,ORD00004620,CUST000508,2025-10-05,2421.45,Customer Changed Mind,Original Payment Method,Approved,USD
REF00003525,ORD00016925,CUST000149,2026-03-12,545.31,Duplicate Charge,Original Payment Method,Approved,USD
REF00003526,ORD00026261,CUST004116,2024-08-09,693.77,Missing Parts,Original Payment Method,Approved,USD
REF00003527,ORD00024945,CUST000462,2024-06-09,3403.1,Product Not as Described,Gift Card,Rejected,USD
REF00003528,ORD00007179,CUST001941,2024-09-06,1225.81,Product Not as Described,Original Payment Method,Approved,USD
REF00003529,ORD00011975,CUST003577,2025-10-23,140.24,Customer Changed Mind,Store Credit,Approved,USD
REF00003530,ORD00010175,CUST002329,2024-12-17,350.05,Missing Parts,Original Payment Method,Rejected,USD
REF00003531,ORD00023009,CUST000032,2023-03-24,2607.9,Late Delivery,Store Credit,Approved,USD
REF00003532,ORD00021438,CUST001769,2026-02-05,4292.5,Late Delivery,Store Credit,Approved,USD
REF00003533,ORD00018425,CUST000726,2023-06-15,134.08,Late Delivery,Store Credit,Approved,USD
REF00003534,ORD00020992,CUST002088,2025-06-15,436.59,Missing Parts,Gift Card,Approved,USD
REF00003535,ORD00021349,CUST001623,2024-10-30,2967.61,Late Delivery,Original Payment Method,Pending,USD
REF00003536,ORD00004940,CUST004717,2024-11-13,3050.85,Wrong Product,Store Credit,Pending,USD
REF00003537,ORD00022070,CUST002659,2025-09-28,516.42,Duplicate Charge,Gift Card,Approved,USD
REF00003538,ORD00000591,CUST002092,2025-01-02,9.82,Wrong Product,Store Credit,Approved,USD
REF00003539,ORD00007796,CUST003381,2026-02-18,589.84,Duplicate Charge,Bank Transfer,Approved,USD
REF00003540,ORD00006294,CUST004267,2024-09-01,1021.63,Duplicate Charge,Bank Transfer,Approved,USD
REF00003541,ORD00015823,CUST003436,2024-01-06,1192.35,Product Not as Described,Bank Transfer,Rejected,USD
REF00003542,ORD00003636,CUST002721,2026-02-14,2749.94,Product Not as Described,Bank Transfer,Approved,USD
REF00003543,ORD00009445,CUST000684,2023-07-01,868.01,Damaged Item,Original Payment Method,Approved,USD
REF00003544,ORD00029769,CUST002695,2024-02-03,491.88,Product Not as Described,Bank Transfer,Approved,USD
REF00003545,ORD00012215,CUST003428,2025-03-27,1318.09,Late Delivery,Store Credit,Approved,USD
REF00003546,ORD00012833,CUST000499,2025-01-24,428.42,Late Delivery,Bank Transfer,Pending,USD
REF00003547,ORD00006600,CUST002182,2026-04-03,730.11,Missing Parts,Store Credit,Approved,USD
REF00003548,ORD00022395,CUST004107,2025-04-25,1520.71,Late Delivery,Gift Card,Pending,USD
REF00003549,ORD00028496,CUST003385,2025-12-29,79.42,Quality Issue,Gift Card,Approved,USD
REF00003550,ORD00009814,CUST003847,2025-08-31,34.17,Quality Issue,Store Credit,Approved,USD
REF00003551,ORD00003266,CUST001238,2023-07-12,3319.19,Customer Changed Mind,Original Payment Method,Approved,USD
REF00003552,ORD00006060,CUST002567,2025-06-26,499.27,Quality Issue,Store Credit,Approved,USD
REF00003553,ORD00020198,CUST001161,2025-02-27,2892.6,Quality Issue,Store Credit,Approved,USD
REF00003554,ORD00020293,CUST001635,2025-09-10,3150.81,Missing Parts,Original Payment Method,Approved,USD
REF00003555,ORD00024696,CUST000207,2023-03-01,955.14,Missing Parts,Bank Transfer,Approved,USD
REF00003556,ORD00016681,CUST002997,2024-06-23,3726.92,Product Not as Described,Original Payment Method,Approved,USD
REF00003557,ORD00021280,CUST003215,2024-06-17,1475.77,Late Delivery,Bank Transfer,Pending,USD
REF00003558,ORD00001969,CUST003215,2025-09-30,211.65,Customer Changed Mind,Store Credit,Approved,USD
REF00003559,ORD00010484,CUST004788,2023-09-19,26.48,Quality Issue,Original Payment Method,Approved,USD
REF00003560,ORD00029674,CUST003749,2025-12-31,297.03,Wrong Product,Bank Transfer,Approved,USD
REF00003561,ORD00008464,CUST003323,2025-11-07,260.59,Missing Parts,Store Credit,Pending,USD
REF00003562,ORD00021317,CUST001242,2024-02-17,609.94,Missing Parts,Original Payment Method,Approved,USD
REF00003563,ORD00027725,CUST002033,2024-09-06,311.12,Product Not as Described,Store Credit,Approved,USD
REF00003564,ORD00019541,CUST003930,2024-12-23,725.82,Wrong Product,Bank Transfer,Pending,USD
REF00003565,ORD00002570,CUST002459,2023-08-15,1513.93,Duplicate Charge,Store Credit,Rejected,USD
REF00003566,ORD00023232,CUST001245,2025-08-06,4260.0,Damaged Item,Gift Card,Approved,USD
REF00003567,ORD00004449,CUST000236,2025-01-08,487.66,Late Delivery,Bank Transfer,Approved,USD
REF00003568,ORD00018544,CUST004548,2024-11-24,1383.83,Wrong Product,Bank Transfer,Pending,USD
REF00003569,ORD00029949,CUST004087,2023-01-17,2460.93,Wrong Product,Bank Transfer,Pending,USD
REF00003570,ORD00000041,CUST003254,2026-03-14,1356.26,Wrong Product,Bank Transfer,Approved,USD
REF00003571,ORD00014611,CUST003059,2025-10-02,1905.44,Quality Issue,Bank Transfer,Approved,USD
REF00003572,ORD00005644,CUST000080,2025-12-26,760.24,Damaged Item,Gift Card,Approved,USD
REF00003573,ORD00018199,CUST003406,2023-02-24,487.46,Customer Changed Mind,Bank Transfer,Approved,USD
REF00003574,ORD00028000,CUST002932,2023-11-12,4331.98,Damaged Item,Gift Card,Approved,USD
REF00003575,ORD00001299,CUST003114,2024-05-31,1057.33,Late Delivery,Gift Card,Approved,USD
REF00003576,ORD00028950,CUST003631,2024-09-29,390.5,Customer Changed Mind,Gift Card,Approved,USD
REF00003577,ORD00001209,CUST002370,2026-05-03,2863.14,Damaged Item,Bank Transfer,Rejected,USD
REF00003578,ORD00015308,CUST004157,2026-02-19,3040.41,Quality Issue,Original Payment Method,Approved,USD
REF00003579,ORD00021607,CUST001985,2024-02-13,93.74,Late Delivery,Store Credit,Approved,USD
